,concept_code,concept_name,domain_id,vocabulary_id,concept_class_id,valid_start_date,valid_end_date,invalid_reason,synonyms,material,dosage,dosage_unit,concept_code_bf,ancestor_concept_code
6109,F0100020,INNESIS PEEK TL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,INNESIS PEEK TL CAGE,PEEK,NA,NA,NA,NA
6110,F0100022,"IVA LUMBAR(ALIF,TLIF,DLIF) PEEK CAGE",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,"IVA LUMBAR(ALIF,TLIF,DLIF) PEEK CAGE",PEEK+TANTALUM,NA,NA,NA,NA
6111,F0100025,DREAM CAGE PEEK TLIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DREAM CAGE PEEK TLIF,PEEK,NA,NA,NA,NA
6112,F0100026,3D CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,3D CAGE,TI-6AL-4V ELI 100%,NA,NA,NA,NA
6113,F0100031,POST TLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,POST TLIF CAGE,PEEK,NA,NA,NA,NA
6114,F0100044,LOSPA IS T-PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS T-PLIF CAGE,PEEK,NA,NA,NA,NA
6115,F0100068,ANYPLUS ALIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ANYPLUS ALIF PEEK CAGE,PEEK,NA,NA,NA,NA
6116,F0100070,LNK ALIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LNK ALIF PEEK CAGE,PEEK,NA,NA,NA,NA
6117,F0100071,BETHEL CAGE C TYPE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BETHEL CAGE C TYPE,TITANIUM 6/4 ELI,NA,NA,NA,NA
6118,F0100078,ROI-T,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ROI-T,PEEK,NA,NA,NA,NA
6119,F0100084,LOSPA IS ALIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS ALIF CAGE,PEEK(STERILE),NA,NA,NA,NA
6120,F0100085,PERIDOT TPLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PERIDOT TPLIF PEEK CAGE,PEEK 등,NA,NA,NA,NA
6121,F0100087,BROS ALIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BROS ALIF CAGE,PEEK,NA,NA,NA,NA
6122,F0100088,"PANTHER SPINAL CAGE (ALIF, TLIF, OLIF)",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,"PANTHER SPINAL CAGE (ALIF, TLIF, OLIF)",TI-6AL-4V ELI ALLOY 100%,NA,NA,NA,NA
6123,F0100091,ISIS ALIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ISIS ALIF CAGE,PEEK,NA,NA,NA,NA
6124,F0100092,BOAZ PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BOAZ PEEK CAGE,PEEK,NA,NA,NA,NA
6125,F0100096,EDEN TLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EDEN TLIF PEEK CAGE,"PEEK(POLYETHERETHER KETONE),TANTALUM",NA,NA,NA,NA
6126,F0100098,SYNSTER ALIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SYNSTER ALIF CAGE,"PEEK-OPTIMA LT1, TI-6AL-4V-ELI",NA,NA,NA,NA
6127,F0100103,PEEK SYNCAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PEEK SYNCAGE,PEEK,NA,NA,NA,NA
6128,F0100121,NEO-IC PEEK TLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NEO-IC PEEK TLIF CAGE,PEEK,NA,NA,NA,NA
6129,F0100131,CORE TLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CORE TLIF CAGE,"PEEK, TI-6AL-4V-ELI",NA,NA,NA,NA
6130,F0100140,EIT CELLULAR TITANIUM TLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EIT CELLULAR TITANIUM TLIF CAGE,ELI TI6AL4V,NA,NA,NA,NA
6131,F0100142,4CIS PEEK TLIF CAGE (STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS PEEK TLIF CAGE (STERILE),PEEK,NA,NA,NA,NA
6132,F0100144,LOSPA IS T-PLIF CAGE(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS T-PLIF CAGE(STERILE),PEEK,NA,NA,NA,NA
6133,F0100168,ANYPLUS TLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ANYPLUS TLIF PEEK CAGE,PEEK,NA,NA,NA,NA
6134,F0100170,LNK TLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LNK TLIF PEEK CAGE,PEEK,NA,NA,NA,NA
6135,F0100171,BOAZ LT CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BOAZ LT CAGE,PEEK,NA,NA,NA,NA
6136,F0100173,TAURUS-P CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TAURUS-P CAGE,"PEEK-OPTIMA LT1, TANTALUM MARKER",NA,NA,NA,NA
6137,F0100185,PERIDOT TLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PERIDOT TLIF PEEK CAGE,PEEK 등,NA,NA,NA,NA
6138,F0100191,BANANE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BANANE,PEEK,NA,NA,NA,NA
6139,F0100192,BOAZ T CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BOAZ T CAGE,PEEK,NA,NA,NA,NA
6140,F0100198,TALON TLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TALON TLIF CAGE,PEEK,NA,NA,NA,NA
6141,F0100201,AVS NAVIGATOR,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AVS NAVIGATOR,"PEEK, TANTALUM MARKER",NA,NA,NA,NA
6142,F0100203,TRAVIOS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TRAVIOS,PEEK,NA,NA,NA,NA
6143,F0100208,CONCORDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CONCORDE,"POLYMER, CARBON FIBER",NA,NA,NA,NA
6144,F0100221,VELOFIX TLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,VELOFIX TLIF CAGE,PEEK,NA,NA,NA,NA
6145,F0100231,PEAK TLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PEAK TLIF CAGE,PEEK,NA,NA,NA,NA
6146,F0100240,EIT CELLULAR TITANIUM ALIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EIT CELLULAR TITANIUM ALIF CAGE,ELI TI6AL4V,NA,NA,NA,NA
6147,F0100242,4CIS PEEK T-PLIF CAGE (STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS PEEK T-PLIF CAGE (STERILE),PEEK,NA,NA,NA,NA
6148,F0100244,LOSPA IS TLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS TLIF CAGE,PEEK,NA,NA,NA,NA
6149,F0100268,"ANYPLUS DLIF, OLIF PEEK CAGE",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,"ANYPLUS DLIF, OLIF PEEK CAGE",PEEK,NA,NA,NA,NA
6150,F0100270,LNK T-PLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LNK T-PLIF PEEK CAGE,PEEK,NA,NA,NA,NA
6151,F0100273,"TAURUS-AL,DL CAGE",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,"TAURUS-AL,DL CAGE","PEEK, TANTALUM",NA,NA,NA,NA
6152,F0100285,"PERIDOT ALIF, DLIF, OLIF PEEK CAGE",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,"PERIDOT ALIF, DLIF, OLIF PEEK CAGE",PEEK 등,NA,NA,NA,NA
6153,F0100298,SYNSTER PTLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SYNSTER PTLIF CAGE,PEEK-OPTIMA LT1,NA,NA,NA,NA
6154,F0100301,ST V4 LUMBAR CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ST V4 LUMBAR CAGE,PEEK + TITANIUM ALLOY,NA,NA,NA,NA
6155,F0100303,OPAL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,OPAL,PEEK,NA,NA,NA,NA
6156,F0100304,TM ARDIS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TM ARDIS,POROUS TANTALUM (TRABECULAR METAL),NA,NA,NA,NA
6157,F0100331,CORE ALIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CORE ALIF CAGE,PEEK OPTIMA LT1 등,NA,NA,NA,NA
6158,F0100342,4CIS PEEK TLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS PEEK TLIF CAGE,PEEK,NA,NA,NA,NA
6159,F0100344,LOSPA IS TLIF CAGE(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS TLIF CAGE(STERILE),PEEK,NA,NA,NA,NA
6160,F0100368,ANYPLUS ALIF PEEK CAGE(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ANYPLUS ALIF PEEK CAGE(STERILE),PEEK,NA,NA,NA,NA
6161,F0100370,LNK DLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LNK DLIF PEEK CAGE,PEEK OPTIMA,NA,NA,NA,NA
6162,F0100372,CAPSTONE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CAPSTONE,PEEK,NA,NA,NA,NA
6163,F0100373,TS CAGE - TLIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TS CAGE - TLIF,"PEEK,TITANIUM ALLOY",NA,NA,NA,NA
6164,F0100403,ORACLE DLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ORACLE DLIF CAGE,PEEK +TAN MARKERS,NA,NA,NA,NA
6165,F0100442,4CIS PEEK T-PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS PEEK T-PLIF CAGE,PEEK,NA,NA,NA,NA
6166,F0100444,LOSPA IS DLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS DLIF CAGE,PEEK,NA,NA,NA,NA
6167,F0100468,ANYPLUS TLIF PEEK CAGE(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ANYPLUS TLIF PEEK CAGE(STERILE),PEEK,NA,NA,NA,NA
6168,F0100472,PERIMETER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PERIMETER,PEEK+TANTALUM MARKER,NA,NA,NA,NA
6169,F0100473,MEDUSSA CAGE (ST) - TLIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MEDUSSA CAGE (ST) - TLIF,TI-6AL-4V ELI,NA,NA,NA,NA
6170,F0100542,4CIS PEEK DLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS PEEK DLIF CAGE,PEEK,NA,NA,NA,NA
6171,F0100544,LOSPA IS DLIF CAGE(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS DLIF CAGE(STERILE),PEEK,NA,NA,NA,NA
6172,F0100572,CRESCENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CRESCENT,PEEK,NA,NA,NA,NA
6173,F0100591,PERFECT-L,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PERFECT-L,PEEK,NA,NA,NA,NA
6174,F0100603,COUGAR LS LATERAL CAGE SYSTEM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,COUGAR LS LATERAL CAGE SYSTEM,PEEK/CARBON FIBER,NA,NA,NA,NA
6175,F0100642,4CIS PEEK ALIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS PEEK ALIF CAGE,PEEK,NA,NA,NA,NA
6176,F0100672,CLYDESDALE DLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CLYDESDALE DLIF CAGE,PEEK,NA,NA,NA,NA
6177,F0100691,SGBANANE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SGBANANE,"POLYETHERETHERKETONE, TITANIUM 6AI-4V ELI",NA,NA,NA,NA
6178,F0100742,4CIS PEEK DLIF CAGE(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS PEEK DLIF CAGE(STERILE),PEEK,NA,NA,NA,NA
6179,F0100768,ANYPLUS T-PLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ANYPLUS T-PLIF PEEK CAGE,PEEK,NA,NA,NA,NA
6180,F0100772,CRESCENT TITANIUM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CRESCENT TITANIUM,TI-6AL-4V ELI,NA,NA,NA,NA
6181,F0100791,TPBANANE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TPBANANE,"PEEK, TITANIUM",NA,NA,NA,NA
6182,F0100802,APIS TLFC II CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,APIS TLFC II CAGE,PEEK,NA,NA,NA,NA
6183,F0100803,LUMFIX CAGE TLIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LUMFIX CAGE TLIF,PEEK+HA,NA,NA,NA,NA
6184,F0100842,4CIS PEEK ALIF CAGE(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS PEEK ALIF CAGE(STERILE),PEEK,NA,NA,NA,NA
6185,F0100870,LNK ATP PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LNK ATP PEEK CAGE,PEEK,NA,NA,NA,NA
6186,F0100872,DIVERGENCE-L CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DIVERGENCE-L CAGE,PEEK,NA,NA,NA,NA
6187,F0100891,SG ALIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SG ALIF CAGE,"PEEK, TITANIUM",NA,NA,NA,NA
6188,F0100907,MUSE ALIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MUSE ALIF PEEK CAGE,PEEK,NA,NA,NA,NA
6189,F0101001,PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PEEK CAGE,POLY ETHER ETHER KETON,NA,NA,NA,NA
6190,F0101002,NOVUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NOVUS,TITANIUM,NA,NA,NA,NA
6191,F0101004,TM ARDIS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TM ARDIS,POROUS TANTALUM (TRABECULAR METAL),NA,NA,NA,NA
6192,F0101006,OGIVAL INTERBODY CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,OGIVAL INTERBODY CAGE,TITANIUM,NA,NA,NA,NA
6193,F0101009,BIO PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIO PLIF CAGE,PEEK,NA,NA,NA,NA
6194,F0101012,PYRAMESH,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PYRAMESH,TITANIUM,NA,NA,NA,NA
6195,F0101014,GENOSS LUMBAR CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,GENOSS LUMBAR CAGE,PEEK,NA,NA,NA,NA
6196,F0101017,FIDJI POSTERIOR CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FIDJI POSTERIOR CAGE,PEEK,NA,NA,NA,NA
6197,F0101018,POST PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,POST PLIF CAGE,POLYETHERETHERKETONE+TITANIUM,NA,NA,NA,NA
6198,F0101020,VERINFUS CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,VERINFUS CAGE,TITANIUM ALLOY,NA,NA,NA,NA
6199,F0101023,IVA PLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,IVA PLIF PEEK CAGE,PEEK+TANTALUM,NA,NA,NA,NA
6200,F0101024,SS CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SS CAGE,TITANIUM ALLOY,NA,NA,NA,NA
6201,F0101025,DREAM CAGE PEEK PLIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DREAM CAGE PEEK PLIF,PEEK,NA,NA,NA,NA
6202,F0101026,3D CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,3D CAGE,TI-6AL-4V ELI 100%,NA,NA,NA,NA
6203,F0101029,SS CAGE Ⅱ,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SS CAGE Ⅱ,TI-6AL-4V ELI,NA,NA,NA,NA
6204,F0101038,ROI IMPLANT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ROI IMPLANT,PEEK,NA,NA,NA,NA
6205,F0101039,HM PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,HM PLIF CAGE,PEEK,NA,NA,NA,NA
6206,F0101041,SG PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SG PLIF CAGE,"PEEK, TITANIUM",NA,NA,NA,NA
6207,F0101042,SOLCO 4CIS MODULAR INTERVERTEBRAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SOLCO 4CIS MODULAR INTERVERTEBRAL CAGE,TITANIUM,NA,NA,NA,NA
6208,F0101043,PRIMARY CAGE(L),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PRIMARY CAGE(L),TI6AL4V ELI ALLOY,NA,NA,NA,NA
6209,F0101062,OTIS CAGE SYSTEM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,OTIS CAGE SYSTEM,TITANIUM ALLOY,NA,NA,NA,NA
6210,F0101066,GOLD BASIC CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,GOLD BASIC CAGE,TI-6AL-4V ALLOY,NA,NA,NA,NA
6211,F0101069,ENDO LUMBAR CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ENDO LUMBAR CAGE,PEEK+TITANIUM ALLOY,NA,NA,NA,NA
6212,F0101070,LK BIO PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LK BIO PLIF CAGE,TI-6AI-4V Alloy,NA,NA,NA,NA
6213,F0101072,R90 SPACER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,R90 SPACER,PEEK,NA,NA,NA,NA
6214,F0101073,DYNAMIC CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DYNAMIC CAGE,TITANIUM ALLOY,NA,NA,NA,NA
6215,F0101080,PLIF CAGE R,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PLIF CAGE R,"PEEK, TITANIUM 6AL-4V-ELI",NA,NA,NA,NA
6216,F0101084,LOSPA IS CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS CAGE,TITANIUM ALLOY,NA,NA,NA,NA
6217,F0101085,PERIDOT PLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PERIDOT PLIF PEEK CAGE,PEEK 등,NA,NA,NA,NA
6218,F0101088,ACE EDEN PEEK CAGE (for lumbar),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ACE EDEN PEEK CAGE(요추용),PEEK,NA,NA,NA,NA
6219,F0101090,BIO-SQUARE CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIO-SQUARE CAGE,TITANIUM ALLOY,NA,NA,NA,NA
6220,F0101091,DREAM PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DREAM PLIF CAGE,PEEK,NA,NA,NA,NA
6221,F0101096,DIONYS PLC,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DIONYS PLC,TITANIUM ALLOY,NA,NA,NA,NA
6222,F0101098,SYNSTER PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SYNSTER PLIF CAGE,"PEEK-OPTIMA LT1, TI-6AL-4V-ELI",NA,NA,NA,NA
6223,F0101101,ST V4 LUMBAR CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ST V4 LUMBAR CAGE,PEEK + TITANIUM ALLOY,NA,NA,NA,NA
6224,F0101103,PLIVIOS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PLIVIOS,PEEK,NA,NA,NA,NA
6225,F0101109,BIO EDEN PEEK CAGE (for lumbar),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIO EDEN PEEK CAGE (요추용),PEEK,NA,NA,NA,NA
6226,F0101114,TI-WINDOW LUMBAR CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TI-WINDOW LUMBAR CAGE,PEEK,NA,NA,NA,NA
6227,F0101118,PEAK PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PEAK PLIF CAGE,POLYETHERETHERKETONE+TITANIUM,NA,NA,NA,NA
6228,F0101120,INNESIS CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,INNESIS CAGE,TITANIUM 6AL-4V ELI ALLOY,NA,NA,NA,NA
6229,F0101121,NEO-IC,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NEO-IC,TITANIUM,NA,NA,NA,NA
6230,F0101131,CORE PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CORE PLIF CAGE,"PEEK, TI-6AL-4V-ELI",NA,NA,NA,NA
6231,F0101140,EIT CELLULAR TITANIUM PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EIT CELLULAR TITANIUM PLIF CAGE,ELI TI6AL4V,NA,NA,NA,NA
6232,F0101141,TP PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TP PLIF CAGE,"PEEK, TITANIUM",NA,NA,NA,NA
6233,F0101142,SOLCO 4CIS MODULAR INTERVERTEBRAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SOLCO 4CIS MODULAR INTERVERTEBRAL CAGE,TITANIUM,NA,NA,NA,NA
6234,F0101169,ENDO SPINAL LUMBAR CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ENDO SPINAL LUMBAR CAGE,"PEEK, TI-6AL-4V ELI",NA,NA,NA,NA
6235,F0101170,LNK PLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LNK PLIF PEEK CAGE,PEEK,NA,NA,NA,NA
6236,F0101173,LP CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LP CAGE,PEEK-OPTIMA LT1,NA,NA,NA,NA
6237,F0101184,LOSPA IS PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS PLIF CAGE,PEEK,NA,NA,NA,NA
6238,F0101186,ACE EDEN PEEK CAGE III (for lumbar),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ACE EDEN PEEK CAGE III (요추용),PEEK,NA,NA,NA,NA
6239,F0101188,ACE EDEN PEEK CAGE II (for lumbar),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ACE EDEN PEEK CAGE II(요추용),PEEK,NA,NA,NA,NA
6240,F0101191,SHIVAS PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SHIVAS PLIF CAGE,PEEK,NA,NA,NA,NA
6241,F0101196,EDEN LUMBAR PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EDEN LUMBAR PEEK CAGE,PEEK,NA,NA,NA,NA
6242,F0101208,CONCORDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CONCORDE,"POLYMER, CARBON FIBER",NA,NA,NA,NA
6243,F0101209,BIO EDEN PEEK CAGE III (for lumbar),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIO EDEN PEEK CAGE III(요추용),"PEEK, TANTALUM MARKER",NA,NA,NA,NA
6244,F0101218,RUDI PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,RUDI PLIF CAGE,"PEEK, TITANIUM 6Al-4V ELI",NA,NA,NA,NA
6245,F0101220,INNESIS PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,INNESIS PEEK CAGE,PEEK,NA,NA,NA,NA
6246,F0101221,NEO-IC PEEK PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NEO-IC PEEK PLIF CAGE,PEEK,NA,NA,NA,NA
6247,F0101231,MARE PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MARE PLIF CAGE,PEEK,NA,NA,NA,NA
6248,F0101242,SOLCO 4CIS MODULAR INTERVERTEBRAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SOLCO 4CIS MODULAR INTERVERTEBRAL CAGE,TITANIUM,NA,NA,NA,NA
6249,F0101272,CAPSTONE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CAPSTONE,PEEK,NA,NA,NA,NA
6250,F0101273,MEDUSSA -PL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MEDUSSA -PL,TI-6A1-4V ELI ALLOY,NA,NA,NA,NA
6251,F0101286,ACE EDEN PEEK CAGE IV (for lumbar),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ACE EDEN PEEK CAGE IV(요추용),PEEK,NA,NA,NA,NA
6252,F0101288,ACE PL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ACE PL CAGE,"PEEK, TANTALUM",NA,NA,NA,NA
6253,F0101298,SYNSTER ALIF CAGE II,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SYNSTER ALIF CAGE II,PEEK,NA,NA,NA,NA
6254,F0101308,SURGICAL TITANIUM MESH IMPLANT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SURGICAL TITANIUM MESH IMPLANT,CP TITANIUM,NA,NA,NA,NA
